Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
678,Entry long,2025-05-27 16:48,Long,21474.25,1,21474.25,17,0.04,21,0.05,-44,-0.10,4396.5,43.97
679,Exit short,2025-05-28 06:24,Exit Short,21454,1,21409.25,-89.5,-0.21,0.5,0.00,-90.5,-0.21,4307,43.07
679,Entry short,2025-05-28 05:45,Short,21409.25,1,21409.25,-89.5,-0.21,0.5,0.00,-90.5,-0.21,4307,43.07
680,Exit long,2025-05-28 06:33,Exit Long,21476.75,1,21454,45.5,0.11,46,0.11,-9,-0.02,4352.5,43.53
680,Entry long,2025-05-28 06:24,Long,21454,1,21454,45.5,0.11,46,0.11,-9,-0.02,4352.5,43.53
681,Exit long,2025-05-28 09:39,Exit Long,21531.5,1,21527.75,7.5,0.02,20,0.05,-79.5,-0.18,4360,43.60
681,Entry long,2025-05-28 08:40,Long,21527.75,1,21527.75,7.5,0.02,20,0.05,-79.5,-0.18,4360,43.60
682,Exit short,2025-05-28 15:42,Exit Short,21418.75,1,21439.25,41,0.10,75.5,0.18,-149.5,-0.35,4401,44.01
682,Entry short,2025-05-28 10:55,Short,21439.25,1,21439.25,41,0.10,75.5,0.18,-149.5,-0.35,4401,44.01
683,Exit long,2025-05-28 18:41,Exit Long,21539.75,1,21520.5,38.5,0.09,48.5,0.11,-32.5,-0.08,4439.5,44.40
683,Entry long,2025-05-28 18:09,Long,21520.5,1,21520.5,38.5,0.09,48.5,0.11,-32.5,-0.08,4439.5,44.40
684,Exit long,2025-05-28 20:46,Exit Long,21768.5,1,21750.25,36.5,0.08,48,0.11,-82,-0.19,4476,44.76
684,Entry long,2025-05-28 19:38,Long,21750.25,1,21750.25,36.5,0.08,48,0.11,-82,-0.19,4476,44.76
685,Exit short,2025-05-29 06:01,Exit Short,21777.75,1,21782.5,9.5,0.02,17.5,0.04,-72,-0.17,4485.5,44.86
685,Entry short,2025-05-29 04:57,Short,21782.5,1,21782.5,9.5,0.02,17.5,0.04,-72,-0.17,4485.5,44.86
686,Exit short,2025-05-29 07:23,Exit Short,21714.25,1,21730.25,32,0.07,39.5,0.09,-18.5,-0.04,4517.5,45.18
686,Entry short,2025-05-29 06:47,Short,21730.25,1,21730.25,32,0.07,39.5,0.09,-18.5,-0.04,4517.5,45.18
687,Exit short,2025-05-29 08:07,Exit Short,21641.25,1,21679.25,76,0.18,90.5,0.21,-46.5,-0.11,4593.5,45.93
687,Entry short,2025-05-29 07:40,Short,21679.25,1,21679.25,76,0.18,90.5,0.21,-46.5,-0.11,4593.5,45.93
688,Exit short,2025-05-29 10:13,Exit Short,21403.25,1,21486.75,167,0.39,182.5,0.42,-1.5,0.00,4760.5,47.61
688,Entry short,2025-05-29 10:05,Short,21486.75,1,21486.75,167,0.39,182.5,0.42,-1.5,0.00,4760.5,47.61
689,Exit long,2025-05-30 01:05,Exit Long,21366,1,21359.25,13.5,0.03,15,0.04,-57,-0.13,4774,47.74
689,Entry long,2025-05-29 22:59,Long,21359.25,1,21359.25,13.5,0.03,15,0.04,-57,-0.13,4774,47.74
690,Exit short,2025-05-30 08:14,Exit Short,21264.75,1,21342.5,155.5,0.36,233,0.55,-158,-0.37,4929.5,49.30
690,Entry short,2025-05-30 02:43,Short,21342.5,1,21342.5,155.5,0.36,233,0.55,-158,-0.37,4929.5,49.30
691,Exit long,2025-05-30 12:51,Exit Long,21101.25,1,21382,-561.5,-1.31,1.5,0.00,-606,-1.42,4368,43.68
691,Entry long,2025-05-30 10:57,Long,21382,1,21382,-561.5,-1.31,1.5,0.00,-606,-1.42,4368,43.68
692,Exit short,2025-05-30 14:07,Exit Short,21214.5,1,21101.25,-226.5,-0.54,59.5,0.14,-228,-0.54,4141.5,41.42
692,Entry short,2025-05-30 12:51,Short,21101.25,1,21101.25,-226.5,-0.54,59.5,0.14,-228,-0.54,4141.5,41.42
693,Exit long,2025-05-30 14:20,Exit Long,21280,1,21214.5,131,0.31,145.5,0.34,-21.5,-0.05,4272.5,42.73
693,Entry long,2025-05-30 14:07,Long,21214.5,1,21214.5,131,0.31,145.5,0.34,-21.5,-0.05,4272.5,42.73
694,Exit long,2025-05-30 15:04,Exit Long,21323.25,1,21291.25,64,0.15,71.5,0.17,-24,-0.06,4336.5,43.36
694,Entry long,2025-05-30 14:52,Long,21291.25,1,21291.25,64,0.15,71.5,0.17,-24,-0.06,4336.5,43.36
695,Exit long,2025-05-30 15:26,Exit Long,21385.5,1,21345.25,80.5,0.19,90,0.21,-10,-0.02,4417,44.17
695,Entry long,2025-05-30 15:14,Long,21345.25,1,21345.25,80.5,0.19,90,0.21,-10,-0.02,4417,44.17
696,Exit long,2025-06-01 18:55,Exit Long,21308.5,1,21389.75,-162.5,-0.38,87,0.20,-184.5,-0.43,4254.5,42.55
696,Entry long,2025-05-30 15:37,Long,21389.75,1,21389.75,-162.5,-0.38,87,0.20,-184.5,-0.43,4254.5,42.55
697,Exit short,2025-06-01 19:18,Exit Short,21298,1,21308.5,21,0.05,33,0.08,-16.5,-0.04,4275.5,42.76
697,Entry short,2025-06-01 18:55,Short,21308.5,1,21308.5,21,0.05,33,0.08,-16.5,-0.04,4275.5,42.76
698,Exit short,2025-06-01 20:32,Exit Short,21289,1,21293.25,8.5,0.02,33,0.08,-65.5,-0.15,4284,42.84
698,Entry short,2025-06-01 19:30,Short,21293.25,1,21293.25,8.5,0.02,33,0.08,-65.5,-0.15,4284,42.84
699,Exit long,2025-06-02 09:33,Exit Long,21387.75,1,21280,215.5,0.51,221.5,0.52,-80,-0.19,4499.5,45.00
699,Entry long,2025-06-02 07:32,Long,21280,1,21280,215.5,0.51,221.5,0.52,-80,-0.19,4499.5,45.00
700,Exit long,2025-06-02 13:09,Exit Long,21466,1,21435.25,61.5,0.14,75,0.17,-68.5,-0.16,4561,45.61
700,Entry long,2025-06-02 12:19,Long,21435.25,1,21435.25,61.5,0.14,75,0.17,-68.5,-0.16,4561,45.61
701,Exit long,2025-06-02 16:13,Exit Long,21556.25,1,21513.75,85,0.20,89,0.21,-36,-0.08,4646,46.46
701,Entry long,2025-06-02 14:52,Long,21513.75,1,21513.75,85,0.20,89,0.21,-36,-0.08,4646,46.46
702,Exit short,2025-06-02 22:16,Exit Short,21467,1,21481.5,29,0.07,29,0.07,-39.5,-0.09,4675,46.75
702,Entry short,2025-06-02 20:51,Short,21481.5,1,21481.5,29,0.07,29,0.07,-39.5,-0.09,4675,46.75
703,Exit long,2025-06-03 05:41,Exit Long,21462.75,1,21448.5,28.5,0.07,32.5,0.08,-21,-0.05,4703.5,47.04
703,Entry long,2025-06-03 05:25,Long,21448.5,1,21448.5,28.5,0.07,32.5,0.08,-21,-0.05,4703.5,47.04
704,Exit long,2025-06-03 06:33,Exit Long,21466.75,1,21462.75,8,0.02,15,0.03,-51,-0.12,4711.5,47.12
704,Entry long,2025-06-03 05:50,Long,21462.75,1,21462.75,8,0.02,15,0.03,-51,-0.12,4711.5,47.12
705,Exit long,2025-06-03 07:46,Exit Long,21524.75,1,21513,23.5,0.05,43.5,0.10,-6.5,-0.02,4735,47.35
705,Entry long,2025-06-03 07:35,Long,21513,1,21513,23.5,0.05,43.5,0.10,-6.5,-0.02,4735,47.35
706,Exit long,2025-06-03 08:30,Exit Long,21540.5,1,21524.5,32,0.07,38.5,0.09,-26.5,-0.06,4767,47.67
706,Entry long,2025-06-03 07:54,Long,21524.5,1,21524.5,32,0.07,38.5,0.09,-26.5,-0.06,4767,47.67
707,Exit long,2025-06-03 12:18,Exit Long,21707.75,1,21674,67.5,0.16,71.5,0.16,-38,-0.09,4834.5,48.35
707,Entry long,2025-06-03 11:19,Long,21674,1,21674,67.5,0.16,71.5,0.16,-38,-0.09,4834.5,48.35
708,Exit long,2025-06-03 12:36,Exit Long,21737.5,1,21709.75,55.5,0.13,60,0.14,-0.5,0.00,4890,48.90
708,Entry long,2025-06-03 12:31,Long,21709.75,1,21709.75,55.5,0.13,60,0.14,-0.5,0.00,4890,48.90
709,Exit long,2025-06-04 07:49,Exit Long,21751.5,1,21744.5,14,0.03,37,0.09,-219,-0.50,4904,49.04
709,Entry long,2025-06-03 13:17,Long,21744.5,1,21744.5,14,0.03,37,0.09,-219,-0.50,4904,49.04
710,Exit long,2025-06-04 09:37,Exit Long,21771.75,1,21729,85.5,0.20,96,0.22,-24.5,-0.06,4989.5,49.90
710,Entry long,2025-06-04 09:29,Long,21729,1,21729,85.5,0.20,96,0.22,-24.5,-0.06,4989.5,49.90
711,Exit long,2025-06-04 19:31,Exit Long,21740.25,1,21782.5,-84.5,-0.19,40.5,0.09,-141,-0.32,4905,49.05
711,Entry long,2025-06-04 13:36,Long,21782.5,1,21782.5,-84.5,-0.19,40.5,0.09,-141,-0.32,4905,49.05
712,Exit short,2025-06-04 21:26,Exit Short,21733.75,1,21740.25,13,0.03,17,0.04,-53,-0.12,4918,49.18
712,Entry short,2025-06-04 19:31,Short,21740.25,1,21740.25,13,0.03,17,0.04,-53,-0.12,4918,49.18
713,Exit short,2025-06-05 09:47,Exit Short,21725.75,1,21728,4.5,0.01,36,0.08,-342,-0.79,4922.5,49.23
713,Entry short,2025-06-05 01:33,Short,21728,1,21728,4.5,0.01,36,0.08,-342,-0.79,4922.5,49.23
714,Exit short,2025-06-05 11:51,Exit Short,21916,1,21705.75,-420.5,-0.97,10,0.02,-446,-1.03,4502,45.02
714,Entry short,2025-06-05 10:10,Short,21705.75,1,21705.75,-420.5,-0.97,10,0.02,-446,-1.03,4502,45.02
715,Exit long,2025-06-08 19:01,Exit Long,21734.5,1,21916,-363,-0.83,40.5,0.09,-890,-2.03,4139,41.39
715,Entry long,2025-06-05 11:51,Long,21916,1,21916,-363,-0.83,40.5,0.09,-890,-2.03,4139,41.39
716,Exit short,2025-06-08 22:29,Exit Short,21724.75,1,21734.5,19.5,0.04,25,0.06,-97.5,-0.22,4158.5,41.59
716,Entry short,2025-06-08 19:01,Short,21734.5,1,21734.5,19.5,0.04,25,0.06,-97.5,-0.22,4158.5,41.59
717,Exit long,2025-06-09 03:49,Exit Long,21784.75,1,21768.25,33,0.08,42.5,0.10,-6,-0.01,4191.5,41.92
717,Entry long,2025-06-09 03:31,Long,21768.25,1,21768.25,33,0.08,42.5,0.10,-6,-0.01,4191.5,41.92
718,Exit long,2025-06-09 15:55,Exit Long,21823.75,1,21879.5,-111.5,-0.25,2,0.00,-122,-0.28,4080,40.80
718,Entry long,2025-06-09 13:07,Long,21879.5,1,21879.5,-111.5,-0.25,2,0.00,-122,-0.28,4080,40.80
719,Exit short,2025-06-09 16:12,Exit Short,21805.5,1,21823.75,36.5,0.08,48,0.11,-44.5,-0.10,4116.5,41.17
719,Entry short,2025-06-09 15:55,Short,21823.75,1,21823.75,36.5,0.08,48,0.11,-44.5,-0.10,4116.5,41.17
720,Exit long,2025-06-09 21:17,Exit Long,21897,1,21873,48,0.11,54,0.12,-5.5,-0.01,4164.5,41.65
720,Entry long,2025-06-09 21:06,Long,21873,1,21873,48,0.11,54,0.12,-5.5,-0.01,4164.5,41.65
721,Exit long,2025-06-10 00:36,Exit Long,21913.25,1,21969,-111.5,-0.25,9,0.02,-113.5,-0.26,4053,40.53
721,Entry long,2025-06-09 21:57,Long,21969,1,21969,-111.5,-0.25,9,0.02,-113.5,-0.26,4053,40.53
722,Exit short,2025-06-10 01:21,Exit Short,21883.5,1,21913.25,59.5,0.14,62.5,0.14,-35,-0.08,4112.5,41.13
722,Entry short,2025-06-10 00:36,Short,21913.25,1,21913.25,59.5,0.14,62.5,0.14,-35,-0.08,4112.5,41.13
723,Exit long,2025-06-10 12:01,Exit Long,21875,1,21860.5,29,0.07,65.5,0.15,-235,-0.54,4141.5,41.42
723,Entry long,2025-06-10 08:15,Long,21860.5,1,21860.5,29,0.07,65.5,0.15,-235,-0.54,4141.5,41.42
724,Exit short,2025-06-10 21:19,Exit Short,21902,1,21914.75,25.5,0.06,31,0.07,-20,-0.05,4167,41.67
724,Entry short,2025-06-10 20:58,Short,21914.75,1,21914.75,25.5,0.06,31,0.07,-20,-0.05,4167,41.67
725,Exit short,2025-06-11 00:39,Exit Short,21890.25,1,21892.5,4.5,0.01,21.5,0.05,-50,-0.11,4171.5,41.72
725,Entry short,2025-06-10 21:31,Short,21892.5,1,21892.5,4.5,0.01,21.5,0.05,-50,-0.11,4171.5,41.72
726,Exit long,2025-06-11 03:55,Exit Long,21930,1,21914.5,31,0.07,34,0.08,-5,-0.01,4202.5,42.03
726,Entry long,2025-06-11 03:46,Long,21914.5,1,21914.5,31,0.07,34,0.08,-5,-0.01,4202.5,42.03
727,Exit long,2025-06-11 04:36,Exit Long,21952.5,1,21936.75,31.5,0.07,32.5,0.07,-20.5,-0.05,4234,42.34
727,Entry long,2025-06-11 04:16,Long,21936.75,1,21936.75,31.5,0.07,32.5,0.07,-20.5,-0.05,4234,42.34
728,Exit short,2025-06-11 12:20,Exit Short,21934.25,1,21985.75,103,0.23,121.5,0.28,-74,-0.17,4337,43.37
728,Entry short,2025-06-11 11:49,Short,21985.75,1,21985.75,103,0.23,121.5,0.28,-74,-0.17,4337,43.37
729,Exit short,2025-06-11 20:08,Exit Short,21821.5,1,21823.75,4.5,0.01,21.5,0.05,-182,-0.42,4341.5,43.42
729,Entry short,2025-06-11 14:31,Short,21823.75,1,21823.75,4.5,0.01,21.5,0.05,-182,-0.42,4341.5,43.42
730,Exit short,2025-06-11 21:31,Exit Short,21770.5,1,21796.25,51.5,0.12,54.5,0.13,0,0.00,4393,43.93
730,Entry short,2025-06-11 21:23,Short,21796.25,1,21796.25,51.5,0.12,54.5,0.13,0,0.00,4393,43.93
731,Exit long,2025-06-12 03:09,Exit Long,21855,1,21840,30,0.07,37.5,0.09,-14.5,-0.03,4423,44.23
731,Entry long,2025-06-12 02:49,Long,21840,1,21840,30,0.07,37.5,0.09,-14.5,-0.03,4423,44.23
732,Exit short,2025-06-12 08:56,Exit Short,21839,1,21752.25,-173.5,-0.40,64.5,0.15,-192.5,-0.44,4249.5,42.50
732,Entry short,2025-06-12 07:52,Short,21752.25,1,21752.25,-173.5,-0.40,64.5,0.15,-192.5,-0.44,4249.5,42.50
733,Exit long,2025-06-12 09:50,Exit Long,21886.5,1,21839,95,0.22,101.5,0.23,-46,-0.11,4344.5,43.45
733,Entry long,2025-06-12 08:56,Long,21839,1,21839,95,0.22,101.5,0.23,-46,-0.11,4344.5,43.45
734,Exit long,2025-06-12 10:32,Exit Long,21923.5,1,21893.5,60,0.14,75,0.17,-18,-0.04,4404.5,44.05
734,Entry long,2025-06-12 10:08,Long,21893.5,1,21893.5,60,0.14,75,0.17,-18,-0.04,4404.5,44.05
735,Exit short,2025-06-12 18:31,Exit Short,21870.5,1,21887,33,0.08,36.5,0.08,-7,-0.02,4437.5,44.38
735,Entry short,2025-06-12 18:18,Short,21887,1,21887,33,0.08,36.5,0.08,-7,-0.02,4437.5,44.38
736,Exit long,2025-06-13 07:00,Exit Long,21652.5,1,21649.25,6.5,0.02,29.5,0.07,-145.5,-0.34,4444,44.44
736,Entry long,2025-06-13 03:52,Long,21649.25,1,21649.25,6.5,0.02,29.5,0.07,-145.5,-0.34,4444,44.44
737,Exit long,2025-06-15 18:24,Exit Long,21845,1,21836.5,17,0.04,38.5,0.09,-470.5,-1.08,4461,44.61
737,Entry long,2025-06-13 12:11,Long,21836.5,1,21836.5,17,0.04,38.5,0.09,-470.5,-1.08,4461,44.61
738,Exit long,2025-06-16 01:30,Exit Long,21942.5,1,21927.75,29.5,0.07,33,0.08,-78.5,-0.18,4490.5,44.91
738,Entry long,2025-06-15 22:45,Long,21927.75,1,21927.75,29.5,0.07,33,0.08,-78.5,-0.18,4490.5,44.91
739,Exit long,2025-06-16 02:38,Exit Long,21962.75,1,21953.5,18.5,0.04,33,0.08,-55.5,-0.13,4509,45.09
739,Entry long,2025-06-16 01:36,Long,21953.5,1,21953.5,18.5,0.04,33,0.08,-55.5,-0.13,4509,45.09
740,Exit short,2025-06-16 10:13,Exit Short,22182,1,21970.25,-423.5,-0.96,11,0.03,-432.5,-0.98,4085.5,40.86
740,Entry short,2025-06-16 06:41,Short,21970.25,1,21970.25,-423.5,-0.96,11,0.03,-432.5,-0.98,4085.5,40.86
741,Exit long,2025-06-16 10:33,Exit Long,22204.25,1,22182,44.5,0.10,48,0.11,-18,-0.04,4130,41.30
741,Entry long,2025-06-16 10:13,Long,22182,1,22182,44.5,0.10,48,0.11,-18,-0.04,4130,41.30
742,Exit long,2025-06-17 08:16,Exit Long,22087.25,1,22066.75,41,0.09,45,0.10,-4,-0.01,4171,41.71
742,Entry long,2025-06-17 07:57,Long,22066.75,1,22066.75,41,0.09,45,0.10,-4,-0.01,4171,41.71
743,Exit short,2025-06-17 13:48,Exit Short,21978.25,1,22024.25,92,0.21,105,0.24,-67,-0.15,4263,42.63
743,Entry short,2025-06-17 13:06,Short,22024.25,1,22024.25,92,0.21,105,0.24,-67,-0.15,4263,42.63
744,Exit short,2025-06-17 14:29,Exit Short,21928.25,1,21949.25,42,0.10,76,0.17,-55,-0.13,4305,43.05
744,Entry short,2025-06-17 14:01,Short,21949.25,1,21949.25,42,0.10,76,0.17,-55,-0.13,4305,43.05
745,Exit short,2025-06-17 18:24,Exit Short,21908.5,1,21932.75,48.5,0.11,75.5,0.17,-137.5,-0.31,4353.5,43.54
745,Entry short,2025-06-17 14:41,Short,21932.75,1,21932.75,48.5,0.11,75.5,0.17,-137.5,-0.31,4353.5,43.54
746,Exit long,2025-06-17 21:04,Exit Long,22001,1,21978.75,44.5,0.10,52.5,0.12,-45,-0.10,4398,43.98
746,Entry long,2025-06-17 20:37,Long,21978.75,1,21978.75,44.5,0.10,52.5,0.12,-45,-0.10,4398,43.98
747,Exit short,2025-06-18 06:36,Exit Short,21990,1,22012.5,45,0.10,49.5,0.11,-12,-0.03,4443,44.43
747,Entry short,2025-06-18 06:22,Short,22012.5,1,22012.5,45,0.10,49.5,0.11,-12,-0.03,4443,44.43
748,Exit short,2025-06-18 07:11,Exit Short,21956.25,1,21983.25,54,0.12,61.5,0.14,-2,0.00,4497,44.97
748,Entry short,2025-06-18 06:53,Short,21983.25,1,21983.25,54,0.12,61.5,0.14,-2,0.00,4497,44.97
749,Exit long,2025-06-18 21:45,Exit Long,21837.75,1,22092.5,-509.5,-1.15,12.5,0.03,-605,-1.37,3987.5,39.88
749,Entry long,2025-06-18 10:43,Long,22092.5,1,22092.5,-509.5,-1.15,12.5,0.03,-605,-1.37,3987.5,39.88
750,Exit short,2025-06-19 03:24,Exit Short,21820.75,1,21837.75,34,0.08,46.5,0.11,-132,-0.30,4021.5,40.22
750,Entry short,2025-06-18 21:45,Short,21837.75,1,21837.75,34,0.08,46.5,0.11,-132,-0.30,4021.5,40.22
751,Exit long,2025-06-19 09:09,Exit Long,21751.25,1,21848,-193.5,-0.44,17,0.04,-221.5,-0.51,3828,38.28
751,Entry long,2025-06-19 05:46,Long,21848,1,21848,-193.5,-0.44,17,0.04,-221.5,-0.51,3828,38.28
752,Exit short,2025-06-19 09:39,Exit Short,21725,1,21751.25,52.5,0.12,57.5,0.13,-71.5,-0.16,3880.5,38.81
752,Entry short,2025-06-19 09:09,Short,21751.25,1,21751.25,52.5,0.12,57.5,0.13,-71.5,-0.16,3880.5,38.81
753,Exit short,2025-06-20 04:07,Exit Short,21938.5,1,21857,-163,-0.37,17.5,0.04,-175,-0.40,3717.5,37.18
753,Entry short,2025-06-19 21:36,Short,21857,1,21857,-163,-0.37,17.5,0.04,-175,-0.40,3717.5,37.18
754,Exit long,2025-06-20 07:46,Exit Long,21966.25,1,21938.5,55.5,0.13,127.5,0.29,-160,-0.36,3773,37.73
754,Entry long,2025-06-20 04:07,Long,21938.5,1,21938.5,55.5,0.13,127.5,0.29,-160,-0.36,3773,37.73
755,Exit long,2025-06-20 08:58,Exit Long,22035.25,1,21991,88.5,0.20,97,0.22,-40,-0.09,3861.5,38.62
755,Entry long,2025-06-20 08:07,Long,21991,1,21991,88.5,0.20,97,0.22,-40,-0.09,3861.5,38.62
756,Exit long,2025-06-20 10:41,Exit Long,21909.5,1,22089.5,-360,-0.81,82.5,0.19,-402,-0.91,3501.5,35.02
756,Entry long,2025-06-20 09:28,Long,22089.5,1,22089.5,-360,-0.81,82.5,0.19,-402,-0.91,3501.5,35.02
757,Exit short,2025-06-20 10:52,Exit Short,21819,1,21909.5,181,0.41,210.5,0.48,-31,-0.07,3682.5,36.83
757,Entry short,2025-06-20 10:41,Short,21909.5,1,21909.5,181,0.41,210.5,0.48,-31,-0.07,3682.5,36.83
758,Exit long,2025-06-23 05:21,Exit Long,21925.75,1,21912.75,26,0.06,64,0.15,-62.5,-0.14,3708.5,37.09
758,Entry long,2025-06-23 04:09,Long,21912.75,1,21912.75,26,0.06,64,0.15,-62.5,-0.14,3708.5,37.09
759,Exit short,2025-06-23 07:10,Exit Short,21830.5,1,21852.25,43.5,0.10,53.5,0.12,-1,0.00,3752,37.52
759,Entry short,2025-06-23 07:04,Short,21852.25,1,21852.25,43.5,0.10,53.5,0.12,-1,0.00,3752,37.52
760,Exit short,2025-06-23 08:27,Exit Short,21849.75,1,21802.25,-95,-0.22,53.5,0.12,-104,-0.24,3657,36.57
760,Entry short,2025-06-23 07:42,Short,21802.25,1,21802.25,-95,-0.22,53.5,0.12,-104,-0.24,3657,36.57
761,Exit long,2025-06-23 08:38,Exit Long,21867.5,1,21849.75,35.5,0.08,38.5,0.09,-28.5,-0.07,3692.5,36.93
761,Entry long,2025-06-23 08:27,Long,21849.75,1,21849.75,35.5,0.08,38.5,0.09,-28.5,-0.07,3692.5,36.93
762,Exit long,2025-06-23 13:32,Exit Long,22050.75,1,22006,89.5,0.20,106,0.24,-535,-1.22,3782,37.82
762,Entry long,2025-06-23 10:19,Long,22006,1,22006,89.5,0.20,106,0.24,-535,-1.22,3782,37.82
763,Exit long,2025-06-23 15:59,Exit Long,22087.25,1,22067.75,39,0.09,50.5,0.11,-92.5,-0.21,3821,38.21
763,Entry long,2025-06-23 13:46,Long,22067.75,1,22067.75,39,0.09,50.5,0.11,-92.5,-0.21,3821,38.21
764,Exit long,2025-06-23 16:43,Exit Long,22084.5,1,22073.25,22.5,0.05,24,0.05,-8,-0.02,3843.5,38.44
764,Entry long,2025-06-23 16:29,Long,22073.25,1,22073.25,22.5,0.05,24,0.05,-8,-0.02,3843.5,38.44
765,Exit long,2025-06-23 19:01,Exit Long,22213.5,1,22185.75,55.5,0.13,64,0.14,-10.5,-0.02,3899,38.99
765,Entry long,2025-06-23 18:54,Long,22185.75,1,22185.75,55.5,0.13,64,0.14,-10.5,-0.02,3899,38.99
766,Exit long,2025-06-23 19:23,Exit Long,22252,1,22227.25,49.5,0.11,55.5,0.12,-13.5,-0.03,3948.5,39.49
766,Entry long,2025-06-23 19:11,Long,22227.25,1,22227.25,49.5,0.11,55.5,0.12,-13.5,-0.03,3948.5,39.49
767,Exit long,2025-06-24 01:35,Exit Long,22278.5,1,22259.25,38.5,0.09,43,0.10,0,0.00,3987,39.87
767,Entry long,2025-06-24 01:31,Long,22259.25,1,22259.25,38.5,0.09,43,0.10,0,0.00,3987,39.87
768,Exit long,2025-06-24 02:14,Exit Long,22325.25,1,22303.25,44,0.10,48.5,0.11,-3.5,-0.01,4031,40.31
768,Entry long,2025-06-24 02:01,Long,22303.25,1,22303.25,44,0.10,48.5,0.11,-3.5,-0.01,4031,40.31
769,Exit long,2025-06-24 02:56,Exit Long,22359.5,1,22340,39,0.09,63,0.14,-0.5,0.00,4070,40.70
769,Entry long,2025-06-24 02:26,Long,22340,1,22340,39,0.09,63,0.14,-0.5,0.00,4070,40.70
770,Exit long,2025-06-24 03:53,Exit Long,22273.25,1,22374.25,-202,-0.45,18,0.04,-204,-0.46,3868,38.68
770,Entry long,2025-06-24 03:07,Long,22374.25,1,22374.25,-202,-0.45,18,0.04,-204,-0.46,3868,38.68
771,Exit short,2025-06-24 07:11,Exit Short,22268.75,1,22273.25,9,0.02,22,0.05,-158,-0.35,3877,38.77
771,Entry short,2025-06-24 03:53,Short,22273.25,1,22273.25,9,0.02,22,0.05,-158,-0.35,3877,38.77
772,Exit long,2025-06-24 11:25,Exit Long,22364.75,1,22345.25,39,0.09,53.5,0.12,-51.5,-0.12,3916,39.16
772,Entry long,2025-06-24 11:03,Long,22345.25,1,22345.25,39,0.09,53.5,0.12,-51.5,-0.12,3916,39.16
773,Exit long,2025-06-24 12:36,Exit Long,22397.75,1,22379.25,37,0.08,39.5,0.09,-44,-0.10,3953,39.53
773,Entry long,2025-06-24 11:49,Long,22379.25,1,22379.25,37,0.08,39.5,0.09,-44,-0.10,3953,39.53
774,Exit long,2025-06-25 00:54,Exit Long,22424.75,1,22419.25,11,0.02,12,0.03,0,0.00,3964,39.64
774,Entry long,2025-06-25 00:50,Long,22419.25,1,22419.25,11,0.02,12,0.03,0,0.00,3964,39.64
775,Exit long,2025-06-25 01:15,Exit Long,22433.5,1,22425.25,16.5,0.04,18.5,0.04,0,0.00,3980.5,39.81
775,Entry long,2025-06-25 01:04,Long,22425.25,1,22425.25,16.5,0.04,18.5,0.04,0,0.00,3980.5,39.81
776,Exit long,2025-06-25 07:10,Exit Long,22455.75,1,22446,19.5,0.04,32,0.07,-5.5,-0.01,4000,40.00
776,Entry long,2025-06-25 06:54,Long,22446,1,22446,19.5,0.04,32,0.07,-5.5,-0.01,4000,40.00
777,Exit long,2025-06-25 07:49,Exit Long,22475,1,22460.75,28.5,0.06,32.5,0.07,-4.5,-0.01,4028.5,40.28
777,Entry long,2025-06-25 07:31,Long,22460.75,1,22460.75,28.5,0.06,32.5,0.07,-4.5,-0.01,4028.5,40.28
778,Exit long,2025-06-25 10:46,Exit Long,22523,1,22492.25,61.5,0.14,112,0.25,-59,-0.13,4090,40.90
778,Entry long,2025-06-25 08:29,Long,22492.25,1,22492.25,61.5,0.14,112,0.25,-59,-0.13,4090,40.90
779,Exit short,2025-06-25 13:36,Exit Short,22423.25,1,22430.25,14,0.03,40,0.09,-65,-0.14,4104,41.04
779,Entry short,2025-06-25 11:33,Short,22430.25,1,22430.25,14,0.03,40,0.09,-65,-0.14,4104,41.04
780,Exit long,2025-06-26 02:47,Exit Long,22530.25,1,22521,18.5,0.04,24,0.05,-14.5,-0.03,4122.5,41.23
780,Entry long,2025-06-26 02:28,Long,22521,1,22521,18.5,0.04,24,0.05,-14.5,-0.03,4122.5,41.23
781,Exit long,2025-06-26 04:13,Exit Long,22553.5,1,22538,31,0.07,38.5,0.09,-29,-0.06,4153.5,41.54
781,Entry long,2025-06-26 03:17,Long,22538,1,22538,31,0.07,38.5,0.09,-29,-0.06,4153.5,41.54
782,Exit long,2025-06-26 09:02,Exit Long,22538.75,1,22574.5,-71.5,-0.16,21,0.05,-109,-0.24,4082,40.82
782,Entry long,2025-06-26 04:38,Long,22574.5,1,22574.5,-71.5,-0.16,21,0.05,-109,-0.24,4082,40.82
783,Exit short,2025-06-26 09:46,Exit Short,22504.75,1,22538.75,68,0.15,87.5,0.19,-55.5,-0.12,4150,41.50
783,Entry short,2025-06-26 09:02,Short,22538.75,1,22538.75,68,0.15,87.5,0.19,-55.5,-0.12,4150,41.50
784,Exit long,2025-06-26 14:13,Exit Long,22670,1,22648,44,0.10,44,0.10,-7,-0.02,4194,41.94
784,Entry long,2025-06-26 14:04,Long,22648,1,22648,44,0.10,44,0.10,-7,-0.02,4194,41.94
785,Exit long,2025-06-27 01:33,Exit Long,22703,1,22700.25,5.5,0.01,18.5,0.04,-27,-0.06,4199.5,42.00
