Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
523,Exit long,2025-04-23 09:33,Exit Long,18985.5,1,18960.75,49.5,0.13,59,0.16,-144,-0.38,2216,22.16
523,Entry long,2025-04-23 08:57,Long,18960.75,1,18960.75,49.5,0.13,59,0.16,-144,-0.38,2216,22.16
524,Exit short,2025-04-23 12:22,Exit Short,18760.75,1,18821.75,122,0.32,143.5,0.38,-78.5,-0.21,2338,23.38
524,Entry short,2025-04-23 12:10,Short,18821.75,1,18821.75,122,0.32,143.5,0.38,-78.5,-0.21,2338,23.38
525,Exit short,2025-04-23 23:27,Exit Short,18737.25,1,18747.25,20,0.05,35,0.09,-355,-0.95,2358,23.58
525,Entry short,2025-04-23 15:36,Short,18747.25,1,18747.25,20,0.05,35,0.09,-355,-0.95,2358,23.58
526,Exit short,2025-04-24 04:33,Exit Short,18638,1,18657.25,38.5,0.10,55,0.15,-34,-0.09,2396.5,23.97
526,Entry short,2025-04-24 04:08,Short,18657.25,1,18657.25,38.5,0.10,55,0.15,-34,-0.09,2396.5,23.97
527,Exit long,2025-04-24 06:42,Exit Long,18759,1,18724.25,69.5,0.19,73,0.19,-4.5,-0.01,2466,24.66
527,Entry long,2025-04-24 06:31,Long,18724.25,1,18724.25,69.5,0.19,73,0.19,-4.5,-0.01,2466,24.66
528,Exit long,2025-04-24 09:41,Exit Long,18917.25,1,18855.75,123,0.33,133,0.35,-65,-0.17,2589,25.89
528,Entry long,2025-04-24 09:01,Long,18855.75,1,18855.75,123,0.33,133,0.35,-65,-0.17,2589,25.89
529,Exit long,2025-04-24 10:31,Exit Long,19140.75,1,19091,99.5,0.26,108,0.28,-2,-0.01,2688.5,26.89
529,Entry long,2025-04-24 10:20,Long,19091,1,19091,99.5,0.26,108,0.28,-2,-0.01,2688.5,26.89
530,Exit long,2025-04-24 14:40,Exit Long,19313,1,19265,96,0.25,98.5,0.26,-123.5,-0.32,2784.5,27.85
530,Entry long,2025-04-24 12:57,Long,19265,1,19265,96,0.25,98.5,0.26,-123.5,-0.32,2784.5,27.85
531,Exit long,2025-04-24 18:27,Exit Long,19401.5,1,19370.25,62.5,0.16,115,0.30,-83.5,-0.22,2847,28.47
531,Entry long,2025-04-24 16:41,Long,19370.25,1,19370.25,62.5,0.16,115,0.30,-83.5,-0.22,2847,28.47
532,Exit long,2025-04-24 20:29,Exit Long,19433,1,19405.5,55,0.14,80,0.21,-31,-0.08,2902,29.02
532,Entry long,2025-04-24 18:39,Long,19405.5,1,19405.5,55,0.14,80,0.21,-31,-0.08,2902,29.02
533,Exit short,2025-04-24 23:49,Exit Short,19435.5,1,19366.5,-138,-0.36,2.5,0.01,-143,-0.37,2764,27.64
533,Entry short,2025-04-24 22:52,Short,19366.5,1,19366.5,-138,-0.36,2.5,0.01,-143,-0.37,2764,27.64
534,Exit long,2025-04-25 00:07,Exit Long,19473.25,1,19435.5,75.5,0.19,78,0.20,-7.5,-0.02,2839.5,28.40
534,Entry long,2025-04-24 23:49,Long,19435.5,1,19435.5,75.5,0.19,78,0.20,-7.5,-0.02,2839.5,28.40
535,Exit long,2025-04-25 13:09,Exit Long,19493,1,19461.25,63.5,0.16,70,0.18,-16.5,-0.04,2903,29.03
535,Entry long,2025-04-25 12:55,Long,19461.25,1,19461.25,63.5,0.16,70,0.18,-16.5,-0.04,2903,29.03
536,Exit long,2025-04-27 18:49,Exit Long,19475,1,19558.5,-167,-0.43,63,0.16,-208.5,-0.53,2736,27.36
536,Entry long,2025-04-25 16:33,Long,19558.5,1,19558.5,-167,-0.43,63,0.16,-208.5,-0.53,2736,27.36
537,Exit short,2025-04-27 19:04,Exit Short,19452.5,1,19475,45,0.12,59.5,0.15,-6,-0.02,2781,27.81
537,Entry short,2025-04-27 18:49,Short,19475,1,19475,45,0.12,59.5,0.15,-6,-0.02,2781,27.81
538,Exit short,2025-04-27 23:52,Exit Short,19399.25,1,19407.25,16,0.04,20,0.05,-14.5,-0.04,2797,27.97
538,Entry short,2025-04-27 23:24,Short,19407.25,1,19407.25,16,0.04,20,0.05,-14.5,-0.04,2797,27.97
539,Exit short,2025-04-28 05:23,Exit Short,19508.5,1,19409.25,-198.5,-0.51,10.5,0.03,-219.5,-0.57,2598.5,25.99
539,Entry short,2025-04-28 00:57,Short,19409.25,1,19409.25,-198.5,-0.51,10.5,0.03,-219.5,-0.57,2598.5,25.99
540,Exit long,2025-04-28 05:32,Exit Long,19534,1,19508.5,51,0.13,54,0.14,-12.5,-0.03,2649.5,26.50
540,Entry long,2025-04-28 05:23,Long,19508.5,1,19508.5,51,0.13,54,0.14,-12.5,-0.03,2649.5,26.50
541,Exit short,2025-04-28 12:10,Exit Short,19297,1,19338.25,82.5,0.21,98.5,0.25,-41.5,-0.11,2732,27.32
541,Entry short,2025-04-28 11:58,Short,19338.25,1,19338.25,82.5,0.21,98.5,0.25,-41.5,-0.11,2732,27.32
542,Exit short,2025-04-28 14:16,Exit Short,19386,1,19285.25,-201.5,-0.52,55,0.14,-210,-0.54,2530.5,25.31
542,Entry short,2025-04-28 12:23,Short,19285.25,1,19285.25,-201.5,-0.52,55,0.14,-210,-0.54,2530.5,25.31
543,Exit long,2025-04-28 14:32,Exit Long,19410.75,1,19386,49.5,0.13,64.5,0.17,-46.5,-0.12,2580,25.80
543,Entry long,2025-04-28 14:16,Long,19386,1,19386,49.5,0.13,64.5,0.17,-46.5,-0.12,2580,25.80
544,Exit long,2025-04-28 15:03,Exit Long,19454.5,1,19414.5,80,0.21,89,0.23,-11,-0.03,2660,26.60
544,Entry long,2025-04-28 14:39,Long,19414.5,1,19414.5,80,0.21,89,0.23,-11,-0.03,2660,26.60
545,Exit long,2025-04-28 15:23,Exit Long,19506.75,1,19472.25,69,0.18,77.5,0.20,-5,-0.01,2729,27.29
545,Entry long,2025-04-28 15:15,Long,19472.25,1,19472.25,69,0.18,77.5,0.20,-5,-0.01,2729,27.29
546,Exit long,2025-04-28 15:53,Exit Long,19575,1,19520,110,0.28,118,0.30,-18,-0.05,2839,28.39
546,Entry long,2025-04-28 15:42,Long,19520,1,19520,110,0.28,118,0.30,-18,-0.05,2839,28.39
547,Exit short,2025-04-28 21:33,Exit Short,19560.75,1,19468.25,-185,-0.48,26,0.07,-197,-0.51,2654,26.54
547,Entry short,2025-04-28 18:01,Short,19468.25,1,19468.25,-185,-0.48,26,0.07,-197,-0.51,2654,26.54
548,Exit long,2025-04-28 21:45,Exit Long,19581.75,1,19560.75,42,0.11,46.5,0.12,-15,-0.04,2696,26.96
548,Entry long,2025-04-28 21:33,Long,19560.75,1,19560.75,42,0.11,46.5,0.12,-15,-0.04,2696,26.96
549,Exit long,2025-04-28 22:09,Exit Long,19608.75,1,19595.5,26.5,0.07,32,0.08,-5.5,-0.01,2722.5,27.23
549,Entry long,2025-04-28 21:58,Long,19595.5,1,19595.5,26.5,0.07,32,0.08,-5.5,-0.01,2722.5,27.23
550,Exit long,2025-04-28 23:14,Exit Long,19575.5,1,19627.75,-104.5,-0.27,7,0.02,-138.5,-0.35,2618,26.18
550,Entry long,2025-04-28 22:27,Long,19627.75,1,19627.75,-104.5,-0.27,7,0.02,-138.5,-0.35,2618,26.18
551,Exit short,2025-04-28 23:37,Exit Short,19566.5,1,19575.5,18,0.05,19.5,0.05,-22,-0.06,2636,26.36
551,Entry short,2025-04-28 23:14,Short,19575.5,1,19575.5,18,0.05,19.5,0.05,-22,-0.06,2636,26.36
552,Exit long,2025-04-29 03:54,Exit Long,19615.25,1,19596.25,38,0.10,49.5,0.13,-15,-0.04,2674,26.74
552,Entry long,2025-04-29 03:43,Long,19596.25,1,19596.25,38,0.10,49.5,0.13,-15,-0.04,2674,26.74
553,Exit long,2025-04-29 18:01,Exit Long,19581.75,1,19680.25,-197,-0.50,24.5,0.06,-226,-0.57,2477,24.77
553,Entry long,2025-04-29 14:17,Long,19680.25,1,19680.25,-197,-0.50,24.5,0.06,-226,-0.57,2477,24.77
554,Exit short,2025-04-29 19:06,Exit Short,19557,1,19581.75,49.5,0.13,51.5,0.13,-58.5,-0.15,2526.5,25.26
554,Entry short,2025-04-29 18:01,Short,19581.75,1,19581.75,49.5,0.13,51.5,0.13,-58.5,-0.15,2526.5,25.26
555,Exit short,2025-04-29 23:09,Exit Short,19488.25,1,19503,29.5,0.08,36,0.09,-48.5,-0.12,2556,25.56
555,Entry short,2025-04-29 22:28,Short,19503,1,19503,29.5,0.08,36,0.09,-48.5,-0.12,2556,25.56
556,Exit long,2025-04-30 03:05,Exit Long,19572.75,1,19567.5,10.5,0.03,20.5,0.05,-38,-0.10,2566.5,25.67
556,Entry long,2025-04-30 02:23,Long,19567.5,1,19567.5,10.5,0.03,20.5,0.05,-38,-0.10,2566.5,25.67
557,Exit long,2025-04-30 05:26,Exit Long,19602,1,19589.5,25,0.06,67.5,0.17,-66.5,-0.17,2591.5,25.92
557,Entry long,2025-04-30 03:56,Long,19589.5,1,19589.5,25,0.06,67.5,0.17,-66.5,-0.17,2591.5,25.92
558,Exit short,2025-04-30 08:17,Exit Short,19473,1,19517.25,88.5,0.23,91.5,0.23,-37.5,-0.10,2680,26.80
558,Entry short,2025-04-30 08:01,Short,19517.25,1,19517.25,88.5,0.23,91.5,0.23,-37.5,-0.10,2680,26.80
559,Exit short,2025-04-30 08:42,Exit Short,19291.5,1,19395.25,207.5,0.53,214,0.55,-23.5,-0.06,2887.5,28.88
559,Entry short,2025-04-30 08:32,Short,19395.25,1,19395.25,207.5,0.53,214,0.55,-23.5,-0.06,2887.5,28.88
560,Exit short,2025-04-30 09:58,Exit Short,19126.5,1,19237.5,222,0.58,245,0.64,-133.5,-0.35,3109.5,31.10
560,Entry short,2025-04-30 09:31,Short,19237.5,1,19237.5,222,0.58,245,0.64,-133.5,-0.35,3109.5,31.10
561,Exit long,2025-04-30 13:03,Exit Long,19446,1,19424,44,0.11,97,0.25,-134,-0.34,3153.5,31.54
561,Entry long,2025-04-30 11:29,Long,19424,1,19424,44,0.11,97,0.25,-134,-0.34,3153.5,31.54
562,Exit long,2025-04-30 15:48,Exit Long,19566.75,1,19528.75,76,0.19,86.5,0.22,-165,-0.42,3229.5,32.30
562,Entry long,2025-04-30 14:08,Long,19528.75,1,19528.75,76,0.19,86.5,0.22,-165,-0.42,3229.5,32.30
563,Exit long,2025-04-30 18:09,Exit Long,19918.25,1,19865.75,105,0.26,123,0.31,-8,-0.02,3334.5,33.35
563,Entry long,2025-04-30 18:02,Long,19865.75,1,19865.75,105,0.26,123,0.31,-8,-0.02,3334.5,33.35
564,Exit long,2025-04-30 22:28,Exit Long,19945,1,19931.75,26.5,0.07,48.5,0.12,-42.5,-0.11,3361,33.61
564,Entry long,2025-04-30 20:05,Long,19931.75,1,19931.75,26.5,0.07,48.5,0.12,-42.5,-0.11,3361,33.61
565,Exit long,2025-05-01 05:02,Exit Long,19983.25,1,19967.5,31.5,0.08,40.5,0.10,-72,-0.18,3392.5,33.92
565,Entry long,2025-05-01 04:03,Long,19967.5,1,19967.5,31.5,0.08,40.5,0.10,-72,-0.18,3392.5,33.92
566,Exit long,2025-05-01 05:34,Exit Long,20007.5,1,19992.5,30,0.08,38,0.10,-39,-0.10,3422.5,34.23
566,Entry long,2025-05-01 05:20,Long,19992.5,1,19992.5,30,0.08,38,0.10,-39,-0.10,3422.5,34.23
567,Exit long,2025-05-01 06:20,Exit Long,20023.75,1,20009.5,28.5,0.07,36,0.09,-17,-0.04,3451,34.51
567,Entry long,2025-05-01 05:51,Long,20009.5,1,20009.5,28.5,0.07,36,0.09,-17,-0.04,3451,34.51
568,Exit short,2025-05-01 15:59,Exit Short,19871.75,1,19947.75,152,0.38,155,0.39,-204,-0.51,3603,36.03
568,Entry short,2025-05-01 12:16,Short,19947.75,1,19947.75,152,0.38,155,0.39,-204,-0.51,3603,36.03
569,Exit short,2025-05-01 21:14,Exit Short,19941.25,1,19779.25,-324,-0.82,62,0.16,-379,-0.96,3279,32.79
569,Entry short,2025-05-01 16:44,Short,19779.25,1,19779.25,-324,-0.82,62,0.16,-379,-0.96,3279,32.79
570,Exit long,2025-05-01 21:24,Exit Long,19977.5,1,19941.25,72.5,0.18,74,0.19,-45,-0.11,3351.5,33.52
570,Entry long,2025-05-01 21:14,Long,19941.25,1,19941.25,72.5,0.18,74,0.19,-45,-0.11,3351.5,33.52
571,Exit long,2025-05-01 23:52,Exit Long,19978.5,1,19969,19,0.05,37.5,0.09,-14.5,-0.04,3370.5,33.71
571,Entry long,2025-05-01 23:20,Long,19969,1,19969,19,0.05,37.5,0.09,-14.5,-0.04,3370.5,33.71
572,Exit long,2025-05-02 02:16,Exit Long,19919.75,1,19980,-120.5,-0.30,34,0.09,-131,-0.33,3250,32.50
572,Entry long,2025-05-02 00:04,Long,19980,1,19980,-120.5,-0.30,34,0.09,-131,-0.33,3250,32.50
573,Exit short,2025-05-02 02:25,Exit Short,19900.25,1,19919.75,39,0.10,45,0.11,-7.5,-0.02,3289,32.89
573,Entry short,2025-05-02 02:16,Short,19919.75,1,19919.75,39,0.10,45,0.11,-7.5,-0.02,3289,32.89
574,Exit long,2025-05-02 08:32,Exit Long,20020.5,1,19944,153,0.38,208,0.52,-85.5,-0.21,3442,34.42
574,Entry long,2025-05-02 06:29,Long,19944,1,19944,153,0.38,208,0.52,-85.5,-0.21,3442,34.42
575,Exit long,2025-05-02 11:18,Exit Long,20193.25,1,20166,54.5,0.14,56.5,0.14,-30.5,-0.08,3496.5,34.97
575,Entry long,2025-05-02 11:00,Long,20166,1,20166,54.5,0.14,56.5,0.14,-30.5,-0.08,3496.5,34.97
576,Exit long,2025-05-02 14:31,Exit Long,20254,1,20252.75,2.5,0.01,26.5,0.07,-113,-0.28,3499,34.99
576,Entry long,2025-05-02 12:13,Long,20252.75,1,20252.75,2.5,0.01,26.5,0.07,-113,-0.28,3499,34.99
577,Exit short,2025-05-04 19:34,Exit Short,20094,1,20105,22,0.05,37,0.09,-27.5,-0.07,3521,35.21
577,Entry short,2025-05-04 19:18,Short,20105,1,20105,22,0.05,37,0.09,-27.5,-0.07,3521,35.21
578,Exit short,2025-05-04 21:12,Exit Short,20073.25,1,20090,33.5,0.08,74.5,0.19,-43.5,-0.11,3554.5,35.55
578,Entry short,2025-05-04 19:40,Short,20090,1,20090,33.5,0.08,74.5,0.19,-43.5,-0.11,3554.5,35.55
579,Exit short,2025-05-05 01:43,Exit Short,20069.25,1,19999.25,-140,-0.35,1,0.00,-149,-0.37,3414.5,34.14
579,Entry short,2025-05-04 22:09,Short,19999.25,1,19999.25,-140,-0.35,1,0.00,-149,-0.37,3414.5,34.14
580,Exit long,2025-05-05 02:36,Exit Long,20087.75,1,20069.25,37,0.09,44,0.11,-44,-0.11,3451.5,34.52
580,Entry long,2025-05-05 01:43,Long,20069.25,1,20069.25,37,0.09,44,0.11,-44,-0.11,3451.5,34.52
581,Exit short,2025-05-05 04:41,Exit Short,20018.5,1,20041.5,46,0.11,57,0.14,-72.5,-0.18,3497.5,34.98
581,Entry short,2025-05-05 03:51,Short,20041.5,1,20041.5,46,0.11,57,0.14,-72.5,-0.18,3497.5,34.98
582,Exit short,2025-05-05 12:41,Exit Short,20136.5,1,19984.25,-304.5,-0.76,36,0.09,-314,-0.79,3193,31.93
582,Entry short,2025-05-05 05:09,Short,19984.25,1,19984.25,-304.5,-0.76,36,0.09,-314,-0.79,3193,31.93
583,Exit long,2025-05-05 14:06,Exit Long,20157.25,1,20136.5,41.5,0.10,47.5,0.12,-61,-0.15,3234.5,32.35
583,Entry long,2025-05-05 12:41,Long,20136.5,1,20136.5,41.5,0.10,47.5,0.12,-61,-0.15,3234.5,32.35
584,Exit long,2025-05-05 14:39,Exit Long,20180.75,1,20169,23.5,0.06,26,0.06,-22,-0.05,3258,32.58
584,Entry long,2025-05-05 14:27,Long,20169,1,20169,23.5,0.06,26,0.06,-22,-0.05,3258,32.58
585,Exit short,2025-05-05 15:55,Exit Short,20057,1,20110.75,107.5,0.27,132,0.33,-13.5,-0.03,3365.5,33.66
585,Entry short,2025-05-05 15:45,Short,20110.75,1,20110.75,107.5,0.27,132,0.33,-13.5,-0.03,3365.5,33.66
586,Exit short,2025-05-05 19:53,Exit Short,20013,1,20024.75,23.5,0.06,45.5,0.11,-36,-0.09,3389,33.89
586,Entry short,2025-05-05 16:10,Short,20024.75,1,20024.75,23.5,0.06,45.5,0.11,-36,-0.09,3389,33.89
587,Exit short,2025-05-06 01:45,Exit Short,19942,1,19947.75,11.5,0.03,31.5,0.08,-89,-0.22,3400.5,34.01
587,Entry short,2025-05-05 22:06,Short,19947.75,1,19947.75,11.5,0.03,31.5,0.08,-89,-0.22,3400.5,34.01
588,Exit short,2025-05-06 04:16,Exit Short,19876.5,1,19901.25,49.5,0.12,59.5,0.15,-33,-0.08,3450,34.50
588,Entry short,2025-05-06 03:55,Short,19901.25,1,19901.25,49.5,0.12,59.5,0.15,-33,-0.08,3450,34.50
589,Exit long,2025-05-06 10:26,Exit Long,19894.75,1,19888.75,12,0.03,42.5,0.11,-301,-0.76,3462,34.62
589,Entry long,2025-05-06 06:59,Long,19888.75,1,19888.75,12,0.03,42.5,0.11,-301,-0.76,3462,34.62
590,Exit short,2025-05-07 04:02,Exit Short,20020.5,1,19852.5,-336,-0.85,102.5,0.26,-567.5,-1.43,3126,31.26
590,Entry short,2025-05-06 16:28,Short,19852.5,1,19852.5,-336,-0.85,102.5,0.26,-567.5,-1.43,3126,31.26
591,Exit long,2025-05-07 11:35,Exit Long,19799,1,20020.5,-443,-1.11,19.5,0.05,-464,-1.16,2683,26.83
591,Entry long,2025-05-07 04:02,Long,20020.5,1,20020.5,-443,-1.11,19.5,0.05,-464,-1.16,2683,26.83
592,Exit short,2025-05-07 14:07,Exit Short,19737.5,1,19799,123,0.31,137,0.35,-253,-0.64,2806,28.06
592,Entry short,2025-05-07 11:35,Short,19799,1,19799,123,0.31,137,0.35,-253,-0.64,2806,28.06
593,Exit long,2025-05-07 23:14,Exit Long,20127,1,20110.75,32.5,0.08,46,0.11,-2,0.00,2838.5,28.39
593,Entry long,2025-05-07 23:04,Long,20110.75,1,20110.75,32.5,0.08,46,0.11,-2,0.00,2838.5,28.39
594,Exit long,2025-05-07 23:52,Exit Long,20166,1,20156,20,0.05,25,0.06,-20,-0.05,2858.5,28.59
594,Entry long,2025-05-07 23:33,Long,20156,1,20156,20,0.05,25,0.06,-20,-0.05,2858.5,28.59
595,Exit long,2025-05-08 00:19,Exit Long,20186.5,1,20170,33,0.08,42.5,0.11,-0.5,0.00,2891.5,28.92
595,Entry long,2025-05-08 00:08,Long,20170,1,20170,33,0.08,42.5,0.11,-0.5,0.00,2891.5,28.92
596,Exit long,2025-05-08 04:19,Exit Long,20197,1,20190.5,13,0.03,30.5,0.08,-133.5,-0.33,2904.5,29.05
596,Entry long,2025-05-08 00:41,Long,20190.5,1,20190.5,13,0.03,30.5,0.08,-133.5,-0.33,2904.5,29.05
597,Exit long,2025-05-08 05:38,Exit Long,20242.75,1,20230,25.5,0.06,33.5,0.08,-15.5,-0.04,2930,29.30
597,Entry long,2025-05-08 05:21,Long,20230,1,20230,25.5,0.06,33.5,0.08,-15.5,-0.04,2930,29.30
598,Exit short,2025-05-08 10:57,Exit Short,19999.5,1,20084,169,0.42,212,0.53,-67,-0.17,3099,30.99
598,Entry short,2025-05-08 10:08,Short,20084,1,20084,169,0.42,212,0.53,-67,-0.17,3099,30.99
599,Exit long,2025-05-08 12:50,Exit Long,20324.5,1,20307.5,34,0.08,48.5,0.12,-58.5,-0.14,3133,31.33
599,Entry long,2025-05-08 12:10,Long,20307.5,1,20307.5,34,0.08,48.5,0.12,-58.5,-0.14,3133,31.33
600,Exit short,2025-05-08 19:34,Exit Short,20135,1,20153.25,36.5,0.09,43.5,0.11,-58.5,-0.15,3169.5,31.70
600,Entry short,2025-05-08 16:14,Short,20153.25,1,20153.25,36.5,0.09,43.5,0.11,-58.5,-0.15,3169.5,31.70
601,Exit short,2025-05-08 20:36,Exit Short,20095.75,1,20122.75,54,0.13,65,0.16,-5.5,-0.01,3223.5,32.24
601,Entry short,2025-05-08 20:12,Short,20122.75,1,20122.75,54,0.13,65,0.16,-5.5,-0.01,3223.5,32.24
602,Exit long,2025-05-08 22:13,Exit Long,20164.5,1,20154.5,20,0.05,23,0.06,-19,-0.05,3243.5,32.44
602,Entry long,2025-05-08 21:45,Long,20154.5,1,20154.5,20,0.05,23,0.06,-19,-0.05,3243.5,32.44
603,Exit long,2025-05-09 03:47,Exit Long,20225.25,1,20196,58.5,0.14,67,0.17,-56.5,-0.14,3302,33.02
603,Entry long,2025-05-09 02:31,Long,20196,1,20196,58.5,0.14,67,0.17,-56.5,-0.14,3302,33.02
604,Exit long,2025-05-09 09:03,Exit Long,20249.5,1,20231,37,0.09,118,0.29,-181.5,-0.45,3339,33.39
604,Entry long,2025-05-09 06:31,Long,20231,1,20231,37,0.09,118,0.29,-181.5,-0.45,3339,33.39
605,Exit long,2025-05-11 18:03,Exit Long,20442,1,20252,380,0.94,450,1.11,-389,-0.96,3719,37.19
605,Entry long,2025-05-09 09:31,Long,20252,1,20252,380,0.94,450,1.11,-389,-0.96,3719,37.19
606,Exit long,2025-05-11 20:35,Exit Long,20493.5,1,20479.25,28.5,0.07,31.5,0.08,-75.5,-0.18,3747.5,37.48
606,Entry long,2025-05-11 19:44,Long,20479.25,1,20479.25,28.5,0.07,31.5,0.08,-75.5,-0.18,3747.5,37.48
607,Exit long,2025-05-11 21:12,Exit Long,20540,1,20515.5,49,0.12,57,0.14,-29,-0.07,3796.5,37.96
607,Entry long,2025-05-11 21:02,Long,20515.5,1,20515.5,49,0.12,57,0.14,-29,-0.07,3796.5,37.96
608,Exit long,2025-05-12 02:44,Exit Long,20578.25,1,20558.5,39.5,0.10,48.5,0.12,-34,-0.08,3836,38.36
608,Entry long,2025-05-12 02:06,Long,20558.5,1,20558.5,39.5,0.10,48.5,0.12,-34,-0.08,3836,38.36
609,Exit long,2025-05-12 06:33,Exit Long,20937.25,1,20890.25,94,0.22,94.5,0.23,-29,-0.07,3930,39.30
609,Entry long,2025-05-12 05:02,Long,20890.25,1,20890.25,94,0.22,94.5,0.23,-29,-0.07,3930,39.30
610,Exit long,2025-05-12 08:29,Exit Long,20961,1,20957.5,7,0.02,68,0.16,-150,-0.36,3937,39.37
610,Entry long,2025-05-12 06:56,Long,20957.5,1,20957.5,7,0.02,68,0.16,-150,-0.36,3937,39.37
611,Exit long,2025-05-12 12:47,Exit Long,20862,1,20836.25,51.5,0.12,56,0.13,-12.5,-0.03,3988.5,39.89
611,Entry long,2025-05-12 12:36,Long,20836.25,1,20836.25,51.5,0.12,56,0.13,-12.5,-0.03,3988.5,39.89
612,Exit short,2025-05-12 20:44,Exit Short,20877.25,1,20887,19.5,0.05,30.5,0.07,-15,-0.04,4008,40.08
612,Entry short,2025-05-12 20:24,Short,20887,1,20887,19.5,0.05,30.5,0.07,-15,-0.04,4008,40.08
613,Exit short,2025-05-12 22:25,Exit Short,20865.25,1,20872,13.5,0.03,23,0.06,-48.5,-0.12,4021.5,40.22
613,Entry short,2025-05-12 20:56,Short,20872,1,20872,13.5,0.03,23,0.06,-48.5,-0.12,4021.5,40.22
614,Exit short,2025-05-13 00:06,Exit Short,20835,1,20847,24,0.06,32,0.08,-4.5,-0.01,4045.5,40.46
614,Entry short,2025-05-12 23:57,Short,20847,1,20847,24,0.06,32,0.08,-4.5,-0.01,4045.5,40.46
615,Exit long,2025-05-13 06:48,Exit Long,20904.75,1,20886.5,36.5,0.09,42.5,0.10,-7,-0.02,4082,40.82
615,Entry long,2025-05-13 06:38,Long,20886.5,1,20886.5,36.5,0.09,42.5,0.10,-7,-0.02,4082,40.82
616,Exit long,2025-05-13 07:20,Exit Long,20928.5,1,20910,37,0.09,49.5,0.12,-4,-0.01,4119,41.19
616,Entry long,2025-05-13 07:09,Long,20910,1,20910,37,0.09,49.5,0.12,-4,-0.01,4119,41.19
617,Exit long,2025-05-13 08:00,Exit Long,20941.5,1,20929.25,24.5,0.06,32,0.08,-17,-0.04,4143.5,41.44
617,Entry long,2025-05-13 07:41,Long,20929.25,1,20929.25,24.5,0.06,32,0.08,-17,-0.04,4143.5,41.44
618,Exit long,2025-05-13 11:14,Exit Long,21256.25,1,21228.5,55.5,0.13,71,0.17,-13.5,-0.03,4199,41.99
618,Entry long,2025-05-13 10:51,Long,21228.5,1,21228.5,55.5,0.13,71,0.17,-13.5,-0.03,4199,41.99
619,Exit long,2025-05-13 20:54,Exit Long,21262.75,1,21338,-150.5,-0.35,10,0.02,-186,-0.44,4048.5,40.49
619,Entry long,2025-05-13 15:38,Long,21338,1,21338,-150.5,-0.35,10,0.02,-186,-0.44,4048.5,40.49
620,Exit short,2025-05-13 21:07,Exit Short,21253.75,1,21262.75,18,0.04,26.5,0.06,-19,-0.04,4066.5,40.67
620,Entry short,2025-05-13 20:54,Short,21262.75,1,21262.75,18,0.04,26.5,0.06,-19,-0.04,4066.5,40.67
621,Exit long,2025-05-14 03:12,Exit Long,21346.75,1,21313.25,67,0.16,84.5,0.20,-21,-0.05,4133.5,41.34
621,Entry long,2025-05-14 01:06,Long,21313.25,1,21313.25,67,0.16,84.5,0.20,-21,-0.05,4133.5,41.34
622,Exit short,2025-05-14 04:12,Exit Short,21260,1,21292.25,64.5,0.15,70,0.16,-6,-0.01,4198,41.98
622,Entry short,2025-05-14 04:03,Short,21292.25,1,21292.25,64.5,0.15,70,0.16,-6,-0.01,4198,41.98
623,Exit long,2025-05-14 07:08,Exit Long,21331,1,21302.75,56.5,0.13,64.5,0.15,-2.5,-0.01,4254.5,42.55
623,Entry long,2025-05-14 07:01,Long,21302.75,1,21302.75,56.5,0.13,64.5,0.15,-2.5,-0.01,4254.5,42.55
624,Exit long,2025-05-14 16:20,Exit Long,21404.75,1,21390.75,28,0.07,42,0.10,-119,-0.28,4282.5,42.83
624,Entry long,2025-05-14 14:35,Long,21390.75,1,21390.75,28,0.07,42,0.10,-119,-0.28,4282.5,42.83
625,Exit long,2025-05-15 03:39,Exit Long,21302.5,1,21408,-211,-0.49,4,0.01,-222,-0.52,4071.5,40.72
625,Entry long,2025-05-14 23:03,Long,21408,1,21408,-211,-0.49,4,0.01,-222,-0.52,4071.5,40.72
626,Exit short,2025-05-15 03:47,Exit Short,21280,1,21302.5,45,0.11,60,0.14,-1.5,0.00,4116.5,41.17
626,Entry short,2025-05-15 03:39,Short,21302.5,1,21302.5,45,0.11,60,0.14,-1.5,0.00,4116.5,41.17
627,Exit short,2025-05-15 04:49,Exit Short,21225,1,21259.25,68.5,0.16,77,0.18,-45.5,-0.11,4185,41.85
627,Entry short,2025-05-15 04:06,Short,21259.25,1,21259.25,68.5,0.16,77,0.18,-45.5,-0.11,4185,41.85
628,Exit long,2025-05-15 12:01,Exit Long,21438,1,21415,46,0.11,63,0.15,-3.5,-0.01,4231,42.31
628,Entry long,2025-05-15 11:40,Long,21415,1,21415,46,0.11,63,0.15,-3.5,-0.01,4231,42.31
629,Exit long,2025-05-15 12:50,Exit Long,21491.25,1,21455.75,71,0.17,72.5,0.17,-2,0.00,4302,43.02
629,Entry long,2025-05-15 12:37,Long,21455.75,1,21455.75,71,0.17,72.5,0.17,-2,0.00,4302,43.02
630,Exit long,2025-05-15 13:25,Exit Long,21522.75,1,21503.75,38,0.09,52,0.12,-4.5,-0.01,4340,43.40
630,Entry long,2025-05-15 13:17,Long,21503.75,1,21503.75,38,0.09,52,0.12,-4.5,-0.01,4340,43.40
